"","Two_yr_Recidivism","Number_of_Priors","Age_Above_FourtyFive","Age_Below_TwentyFive","Misdemeanor","Ethnicity","Sex"
"3260","0",3,"0","0","1","Caucasian","Male"
"3261","0",0,"0","0","1","African_American","Female"
"3262","1",11,"0","1","0","African_American","Male"
"3263","0",0,"1","0","0","Caucasian","Male"
"3264","1",2,"0","1","1","African_American","Male"
"3265","1",7,"0","0","0","African_American","Male"
"3266","0",1,"0","1","0","African_American","Male"
"3267","0",1,"1","0","0","Caucasian","Male"
"3268","0",3,"1","0","0","Caucasian","Male"
"3269","1",1,"0","1","1","African_American","Male"
"3270","0",0,"0","0","1","Caucasian","Female"
"3271","1",0,"0","0","1","Caucasian","Male"
"3272","1",16,"0","0","0","African_American","Male"
"3273","0",3,"0","0","1","Hispanic","Male"
"3274","0",0,"0","0","1","African_American","Male"
"3275","1",2,"0","0","1","Caucasian","Female"
"3276","1",16,"0","0","0","Caucasian","Male"
"3277","0",1,"1","0","0","African_American","Female"
"3278","1",0,"0","0","0","African_American","Male"
"3279","0",0,"0","0","1","African_American","Male"
"3280","1",19,"0","0","0","African_American","Male"
"3281","0",1,"0","1","0","African_American","Male"
"3282","0",0,"0","0","1","Caucasian","Male"
"3283","1",13,"1","0","0","African_American","Male"
"3284","1",2,"0","0","0","Hispanic","Male"
"3285","1",4,"0","0","0","African_American","Male"
"3286","0",0,"0","0","1","Other","Male"
"3287","0",2,"0","0","0","Caucasian","Male"
"3288","0",2,"1","0","0","Caucasian","Male"
"3289","1",14,"0","0","0","African_American","Male"
"3290","1",0,"0","1","1","African_American","Male"
"3291","0",8,"0","0","0","African_American","Male"
"3292","1",4,"0","0","0","Other","Female"
"3293","0",0,"0","0","0","African_American","Male"
"3294","0",0,"0","0","0","African_American","Male"
"3295","1",0,"0","0","0","African_American","Male"
"3296","1",2,"0","0","0","Caucasian","Female"
"3297","1",2,"1","0","0","Caucasian","Male"
"3298","0",0,"1","0","1","Caucasian","Male"
"3299","1",2,"0","1","0","African_American","Male"
"3300","1",2,"1","0","0","African_American","Female"
"3301","1",0,"0","0","1","African_American","Male"
"3302","0",0,"0","0","0","Caucasian","Male"
"3303","1",0,"0","1","0","African_American","Female"
"3304","0",1,"0","1","0","Caucasian","Male"
"3305","0",0,"0","1","1","Caucasian","Male"
"3306","0",0,"0","0","0","African_American","Male"
"3307","1",5,"0","1","0","African_American","Male"
"3308","1",4,"0","0","0","African_American","Male"
"3309","1",9,"1","0","0","Caucasian","Male"
"3310","0",3,"0","0","1","African_American","Female"
"3311","0",13,"0","0","0","African_American","Male"
"3312","0",2,"0","0","0","African_American","Male"
"3313","1",0,"0","1","0","Caucasian","Male"
"3314","1",22,"0","0","1","African_American","Male"
"3315","1",1,"0","0","1","African_American","Male"
"3316","1",4,"1","0","1","Caucasian","Male"
"3317","0",2,"0","0","0","Caucasian","Male"
"3318","0",0,"1","0","1","African_American","Male"
"3319","0",0,"1","0","0","Caucasian","Male"
"3320","1",2,"0","0","0","Caucasian","Male"
"3321","1",0,"0","0","0","Caucasian","Female"
"3322","0",1,"0","0","0","Caucasian","Female"
"3323","1",0,"0","0","0","African_American","Male"
"3324","1",3,"0","1","0","African_American","Male"
"3325","1",0,"0","0","1","African_American","Male"
"3326","1",4,"0","0","1","African_American","Male"
"3327","0",2,"1","0","0","Caucasian","Male"
"3328","1",1,"0","0","0","Caucasian","Male"
"3329","0",2,"0","0","0","Other","Male"
"3330","0",0,"0","1","1","Hispanic","Male"
"3331","0",2,"0","0","1","Caucasian","Male"
"3332","0",0,"0","0","0","Hispanic","Female"
"3333","0",18,"1","0","0","Hispanic","Male"
"3334","0",0,"1","0","1","Hispanic","Male"
"3335","1",6,"0","0","0","Other","Male"
"3336","1",1,"0","1","0","African_American","Male"
"3337","0",0,"1","0","1","Caucasian","Male"
"3338","1",1,"0","1","0","Caucasian","Male"
"3339","0",1,"0","1","0","African_American","Female"
"3340","1",9,"1","0","0","Caucasian","Male"
"3341","1",0,"0","0","1","Caucasian","Male"
"3342","0",2,"0","0","0","Caucasian","Male"
"3343","0",3,"1","0","0","Caucasian","Male"
"3344","1",6,"1","0","1","Caucasian","Male"
"3345","0",1,"0","1","0","African_American","Male"
"3346","0",2,"1","0","0","Caucasian","Male"
"3347","1",1,"0","0","0","Caucasian","Male"
"3348","0",5,"0","0","0","African_American","Male"
"3349","1",1,"0","0","1","Caucasian","Female"
"3350","1",0,"0","0","0","African_American","Male"
"3351","0",4,"0","0","1","African_American","Male"
"3352","0",0,"1","0","1","Caucasian","Male"
"3353","1",5,"0","0","0","Caucasian","Male"
"3354","0",0,"0","1","1","Caucasian","Female"
"3355","0",0,"0","0","1","Caucasian","Female"
"3356","0",1,"0","1","1","African_American","Male"
"3357","0",1,"1","0","1","Caucasian","Male"
"3358","1",0,"0","1","0","African_American","Female"
"3359","0",6,"0","0","0","Caucasian","Male"
"3360","1",29,"0","0","0","African_American","Male"
"3361","0",1,"0","1","0","Caucasian","Male"
"3362","1",0,"0","1","0","African_American","Female"
"3363","1",11,"0","0","0","African_American","Male"
"3364","0",0,"0","0","1","African_American","Female"
"3365","0",0,"0","0","0","Other","Male"
"3366","0",4,"0","0","0","African_American","Female"
"3367","0",0,"1","0","1","Caucasian","Male"
"3368","0",1,"0","1","0","Caucasian","Male"
"3369","0",2,"0","0","0","Caucasian","Male"
"3370","1",6,"0","0","0","Caucasian","Male"
"3371","1",3,"0","0","1","Caucasian","Male"
"3372","1",5,"1","0","0","Caucasian","Male"
"3373","0",0,"1","0","0","Other","Male"
"3374","1",2,"0","0","0","African_American","Male"
"3375","0",10,"1","0","0","African_American","Male"
"3376","0",0,"0","1","1","African_American","Male"
"3377","1",2,"0","1","0","Caucasian","Male"
"3378","0",1,"1","0","1","Asian","Male"
"3379","0",0,"0","1","0","Other","Male"
"3380","1",0,"0","0","1","African_American","Male"
"3381","0",2,"1","0","0","Caucasian","Male"
"3382","1",4,"0","0","1","Caucasian","Male"
"3383","0",3,"1","0","0","Caucasian","Male"
"3384","1",3,"0","1","0","African_American","Male"
"3385","0",13,"1","0","0","African_American","Male"
"3386","0",2,"1","0","0","Caucasian","Male"
"3387","0",6,"0","0","0","African_American","Male"
"3388","0",1,"0","1","1","African_American","Male"
"3389","1",0,"0","1","0","African_American","Female"
"3390","1",17,"0","0","0","Caucasian","Male"
"3391","1",0,"0","0","0","Other","Male"
"3392","0",6,"1","0","0","Caucasian","Male"
"3393","0",0,"0","0","1","Caucasian","Female"
"3394","0",19,"1","0","0","African_American","Male"
"3395","0",12,"1","0","1","Caucasian","Male"
"3396","1",6,"0","0","1","African_American","Male"
"3397","1",0,"0","0","1","African_American","Male"
"3398","0",11,"1","0","0","African_American","Male"
"3399","0",0,"0","0","0","Caucasian","Male"
"3400","0",7,"1","0","0","Other","Male"
"3401","1",12,"0","0","0","African_American","Male"
"3402","0",0,"0","0","0","Caucasian","Female"
"3403","1",1,"0","0","1","African_American","Male"
"3404","0",3,"0","0","1","Caucasian","Female"
"3405","0",0,"0","0","0","African_American","Male"
"3406","0",4,"0","0","0","African_American","Male"
"3407","1",4,"0","0","0","African_American","Male"
"3408","1",7,"0","0","0","Caucasian","Male"
"3409","1",15,"0","0","1","African_American","Male"
"3410","1",1,"0","1","1","African_American","Male"
"3411","1",2,"0","0","0","Caucasian","Male"
"3412","1",0,"0","0","0","Caucasian","Male"
"3413","0",0,"0","0","1","Caucasian","Male"
"3414","0",4,"0","0","0","African_American","Male"
"3415","0",7,"0","0","0","African_American","Male"
"3416","0",0,"0","1","0","Caucasian","Female"
"3417","1",0,"0","0","0","African_American","Male"
"3418","0",0,"0","1","0","Caucasian","Male"
"3419","0",0,"0","1","0","Caucasian","Female"
"3420","0",0,"1","0","1","African_American","Female"
"3421","1",0,"0","0","1","African_American","Male"
"3422","1",1,"1","0","1","African_American","Male"
"3423","0",3,"0","0","0","Caucasian","Female"
"3424","1",3,"0","0","0","African_American","Male"
"3425","1",11,"0","0","0","African_American","Male"
"3426","0",2,"0","1","0","Caucasian","Female"
"3427","0",7,"0","0","0","African_American","Male"
"3428","0",0,"0","0","1","African_American","Male"
"3429","0",3,"1","0","1","African_American","Male"
"3430","0",0,"1","0","0","Caucasian","Male"
"3431","1",10,"0","0","1","African_American","Male"
"3432","0",0,"1","0","0","Caucasian","Male"
"3433","0",0,"0","0","0","African_American","Male"
"3434","1",5,"1","0","0","African_American","Male"
"3435","0",0,"0","0","1","African_American","Male"
"3436","1",0,"0","1","0","African_American","Male"
"3437","0",0,"0","0","1","African_American","Female"
"3438","1",0,"0","1","0","African_American","Male"
"3439","0",0,"0","0","0","Caucasian","Male"
"3440","0",0,"0","0","1","African_American","Male"
"3441","0",0,"0","0","1","African_American","Male"
"3442","0",1,"0","0","1","African_American","Male"
"3443","0",4,"0","0","1","Caucasian","Male"
"3444","0",15,"0","0","0","African_American","Male"
"3445","1",6,"0","0","0","African_American","Male"
"3446","0",6,"0","0","0","African_American","Male"
"3447","0",2,"0","0","0","Caucasian","Female"
"3448","0",1,"0","0","0","African_American","Female"
"3449","1",5,"0","0","1","Caucasian","Male"
"3450","1",1,"0","1","1","Caucasian","Male"
"3451","1",8,"0","1","0","Caucasian","Male"
"3452","1",8,"0","0","1","African_American","Male"
"3453","0",1,"1","0","0","African_American","Female"
"3454","1",2,"0","0","0","Caucasian","Male"
"3455","0",0,"1","0","1","African_American","Male"
"3456","0",4,"0","1","0","African_American","Male"
"3457","0",5,"0","0","1","Caucasian","Male"
"3458","1",6,"0","0","0","Caucasian","Male"
"3459","0",0,"0","0","1","African_American","Male"
"3460","0",2,"0","1","1","Caucasian","Female"
"3461","1",3,"0","0","0","African_American","Male"
"3462","0",1,"1","0","0","Caucasian","Female"
"3463","0",1,"0","0","0","African_American","Female"
"3464","0",7,"1","0","0","Caucasian","Male"
"3465","0",1,"0","0","1","African_American","Male"
"3466","1",3,"0","1","1","Caucasian","Female"
"3467","1",2,"0","1","0","African_American","Male"
"3468","0",3,"1","0","0","Caucasian","Male"
"3469","0",0,"0","0","0","Hispanic","Male"
"3470","0",1,"1","0","0","Caucasian","Female"
"3471","1",4,"0","0","1","Hispanic","Male"
"3472","0",1,"0","0","1","African_American","Male"
"3473","1",15,"1","0","0","African_American","Male"
"3474","0",1,"1","0","0","Hispanic","Male"
"3475","1",0,"0","0","1","African_American","Male"
"3476","0",1,"0","0","0","African_American","Male"
"3477","1",1,"0","1","0","African_American","Male"
"3478","0",0,"1","0","1","African_American","Male"
"3479","0",0,"0","1","0","Other","Female"
"3480","1",0,"0","1","0","African_American","Male"
"3481","0",2,"0","0","1","Caucasian","Male"
"3482","1",0,"0","1","0","Other","Male"
"3483","0",2,"1","0","1","Other","Male"
"3484","0",1,"0","1","0","Hispanic","Male"
"3485","1",0,"0","0","1","Caucasian","Female"
"3486","0",0,"1","0","1","Caucasian","Male"
"3487","1",5,"0","0","1","Caucasian","Male"
"3488","0",0,"1","0","1","Other","Female"
"3489","0",1,"1","0","0","African_American","Male"
"3490","0",0,"0","0","1","Asian","Male"
"3491","0",2,"0","0","0","Hispanic","Male"
"3492","0",3,"1","0","0","African_American","Male"
"3493","0",0,"1","0","0","African_American","Male"
"3494","0",2,"0","0","1","Caucasian","Male"
"3495","0",0,"1","0","1","Caucasian","Female"
"3496","1",3,"0","0","0","Hispanic","Male"
"3497","1",17,"0","0","1","African_American","Male"
"3498","0",3,"0","0","0","Caucasian","Male"
"3499","1",2,"0","0","0","Caucasian","Male"
"3500","1",1,"0","1","0","African_American","Male"
"3501","0",5,"0","0","0","African_American","Male"
"3502","1",9,"0","0","1","African_American","Male"
"3503","0",1,"1","0","1","Caucasian","Male"
"3504","1",1,"0","0","0","Caucasian","Male"
"3505","0",0,"0","0","0","African_American","Female"
"3506","1",0,"1","0","1","Caucasian","Female"
"3507","0",0,"0","0","0","African_American","Female"
"3508","0",1,"0","0","0","Caucasian","Male"
"3509","1",16,"0","0","0","Hispanic","Male"
"3510","0",0,"0","0","0","African_American","Female"
"3511","0",0,"0","0","1","African_American","Male"
"3512","0",5,"0","0","0","Caucasian","Male"
"3513","1",1,"0","1","0","Hispanic","Male"
"3514","0",0,"0","1","0","African_American","Male"
"3515","1",0,"0","0","0","Caucasian","Female"
"3516","1",7,"0","1","0","African_American","Male"
"3517","0",0,"0","0","1","Caucasian","Male"
"3518","1",5,"0","0","0","Caucasian","Female"
"3519","0",3,"1","0","1","African_American","Male"
"3520","0",0,"0","0","1","African_American","Female"
"3521","1",1,"0","0","1","African_American","Male"
"3522","0",6,"0","0","0","Caucasian","Female"
"3523","0",0,"0","1","1","African_American","Female"
"3524","0",1,"0","0","1","African_American","Male"
"3525","1",1,"0","0","0","African_American","Male"
"3526","0",0,"0","1","1","African_American","Male"
"3527","0",2,"0","0","1","Hispanic","Female"
"3528","1",9,"0","0","0","African_American","Male"
"3529","1",9,"0","0","0","African_American","Male"
"3530","1",0,"0","1","0","Caucasian","Male"
"3531","1",9,"0","0","0","African_American","Male"
"3532","1",9,"0","0","0","Caucasian","Male"
"3533","1",2,"0","1","1","African_American","Male"
"3534","1",21,"0","0","0","African_American","Male"
"3535","1",3,"0","0","0","Caucasian","Male"
"3536","1",2,"1","0","1","Caucasian","Male"
"3537","0",2,"0","1","0","Hispanic","Male"
"3538","1",3,"0","1","1","Caucasian","Male"
"3539","0",5,"1","0","0","African_American","Female"
"3540","0",2,"0","0","1","Caucasian","Female"
"3541","1",0,"1","0","0","African_American","Male"
"3542","0",0,"0","0","1","African_American","Male"
"3543","1",5,"0","0","0","African_American","Male"
"3544","0",14,"1","0","0","African_American","Male"
"3545","1",2,"0","0","1","African_American","Male"
"3546","1",11,"1","0","1","African_American","Male"
"3547","0",0,"0","0","1","Other","Male"
"3548","0",0,"0","1","0","African_American","Male"
"3549","1",2,"0","1","0","African_American","Male"
"3550","0",0,"0","0","0","African_American","Female"
"3551","0",0,"1","0","1","African_American","Male"
"3552","1",8,"1","0","0","Caucasian","Female"
"3553","1",3,"0","0","0","Hispanic","Male"
"3554","1",3,"1","0","0","African_American","Male"
"3555","0",0,"0","0","0","Caucasian","Male"
"3556","0",1,"0","1","0","African_American","Male"
"3557","1",0,"0","0","0","Hispanic","Female"
"3558","1",8,"1","0","0","African_American","Male"
"3559","1",6,"0","0","1","African_American","Male"
"3560","1",10,"0","0","0","African_American","Male"
"3561","1",12,"0","0","0","African_American","Male"
"3562","1",4,"0","0","0","African_American","Male"
"3563","1",7,"0","0","1","African_American","Male"
"3564","1",1,"0","0","1","African_American","Male"
"3565","0",2,"1","0","0","African_American","Male"
"3566","1",2,"0","0","0","Caucasian","Male"
"3567","0",1,"0","1","0","Caucasian","Male"
"3568","0",3,"0","0","0","African_American","Male"
"3569","1",13,"0","0","0","African_American","Male"
"3570","0",2,"0","0","0","African_American","Male"
"3571","1",0,"1","0","1","Caucasian","Male"
"3572","1",6,"0","1","0","African_American","Male"
"3573","1",2,"0","0","0","Hispanic","Male"
"3574","0",0,"0","1","1","Hispanic","Female"
"3575","1",6,"0","0","0","Caucasian","Female"
"3576","1",2,"0","1","1","African_American","Male"
"3577","1",12,"1","0","0","African_American","Male"
"3578","1",1,"0","1","1","African_American","Male"
"3579","0",1,"1","0","0","African_American","Male"
"3580","0",6,"1","0","0","Caucasian","Male"
"3581","0",0,"0","0","1","Caucasian","Female"
"3582","0",5,"0","0","0","Caucasian","Male"
"3583","1",0,"0","0","0","African_American","Male"
"3584","0",1,"1","0","0","Caucasian","Male"
"3585","0",2,"0","0","1","African_American","Female"
"3586","1",0,"0","0","0","African_American","Male"
"3587","0",4,"0","1","0","Other","Male"
"3588","0",9,"1","0","0","African_American","Male"
"3589","1",9,"0","1","1","African_American","Male"
"3590","0",2,"0","1","0","African_American","Female"
"3591","0",1,"1","0","1","Hispanic","Male"
"3592","0",2,"0","0","0","African_American","Female"
"3593","1",5,"0","0","1","Other","Male"
"3594","1",22,"0","0","1","Caucasian","Female"
"3595","0",0,"1","0","1","African_American","Male"
"3596","1",2,"0","1","0","Other","Female"
"3597","0",3,"0","0","0","Caucasian","Female"
"3598","1",1,"0","0","0","Caucasian","Female"
"3599","0",0,"0","0","1","Hispanic","Male"
"3600","1",5,"0","0","0","African_American","Male"
"3601","0",4,"0","0","0","African_American","Male"
"3602","1",1,"0","1","1","African_American","Male"
"3603","0",5,"0","0","0","Caucasian","Male"
"3604","1",0,"0","0","1","Caucasian","Male"
"3605","0",0,"0","1","0","African_American","Male"
"3606","1",4,"0","0","1","Caucasian","Male"
"3607","1",11,"1","0","1","African_American","Male"
"3608","0",1,"0","0","0","African_American","Male"
"3609","1",12,"0","0","0","African_American","Male"
"3610","1",13,"0","0","0","African_American","Male"
"3611","0",0,"0","0","1","Hispanic","Female"
"3612","1",15,"1","0","1","African_American","Male"
"3613","1",3,"0","1","0","African_American","Male"
"3614","0",15,"0","0","0","African_American","Male"
"3615","0",0,"1","0","1","Caucasian","Male"
"3616","0",12,"0","0","0","African_American","Male"
"3617","0",1,"1","0","0","African_American","Female"
"3618","1",0,"0","1","0","Other","Male"
"3619","1",0,"0","1","0","African_American","Female"
"3620","1",28,"1","0","0","Caucasian","Male"
"3621","1",7,"0","0","0","African_American","Male"
"3622","1",4,"1","0","0","Caucasian","Male"
"3623","1",4,"0","0","0","Hispanic","Female"
"3624","1",16,"0","0","0","African_American","Male"
"3625","0",0,"0","1","1","African_American","Female"
"3626","1",5,"0","0","0","African_American","Male"
"3627","0",13,"1","0","0","Caucasian","Male"
"3628","0",0,"1","0","0","Caucasian","Female"
"3629","0",0,"1","0","0","African_American","Male"
"3630","0",0,"0","0","1","African_American","Female"
"3631","0",0,"1","0","1","Caucasian","Female"
"3632","1",1,"0","0","0","African_American","Male"
"3633","1",0,"0","1","0","African_American","Male"
"3634","1",0,"0","0","1","Caucasian","Female"
"3635","0",1,"0","0","1","Caucasian","Male"
"3636","0",0,"0","0","0","Asian","Male"
"3637","0",0,"0","1","0","Caucasian","Male"
"3638","1",7,"0","0","1","African_American","Male"
"3639","0",0,"0","1","0","Caucasian","Female"
"3640","0",0,"1","0","0","African_American","Female"
"3641","1",8,"0","0","1","African_American","Male"
"3642","1",1,"0","0","0","Hispanic","Male"
"3643","0",5,"0","0","0","Caucasian","Male"
"3644","0",5,"0","0","0","African_American","Female"
"3645","1",1,"0","0","1","African_American","Male"
"3646","0",1,"0","0","0","Caucasian","Male"
"3647","0",2,"0","0","0","Caucasian","Male"
"3648","0",1,"0","0","0","African_American","Female"
"3649","1",11,"0","0","0","Caucasian","Female"
"3650","1",3,"0","1","0","African_American","Male"
"3651","0",0,"0","0","0","Caucasian","Male"
"3652","1",1,"1","0","0","Caucasian","Male"
"3653","0",0,"0","0","1","Hispanic","Female"
"3654","0",0,"0","1","1","African_American","Female"
"3655","1",6,"0","0","0","African_American","Male"
"3656","1",0,"0","1","0","Other","Male"
"3657","1",1,"0","1","1","African_American","Male"
"3658","0",2,"0","1","1","Hispanic","Female"
"3659","0",5,"0","0","0","African_American","Female"
"3660","1",1,"0","1","0","Caucasian","Male"
"3661","0",3,"1","0","1","Caucasian","Male"
"3662","1",4,"0","0","0","Caucasian","Male"
"3663","0",2,"0","0","0","Other","Male"
"3664","0",2,"0","0","0","Hispanic","Male"
"3665","1",2,"0","1","0","Hispanic","Male"
"3666","1",1,"0","1","0","African_American","Male"
"3667","1",0,"1","0","1","African_American","Male"
"3668","1",12,"1","0","0","African_American","Male"
"3669","0",1,"0","0","1","Caucasian","Male"
"3670","1",8,"1","0","1","Caucasian","Female"
"3671","0",0,"0","0","0","African_American","Female"
"3672","1",1,"1","0","0","Caucasian","Male"
"3673","0",6,"1","0","0","African_American","Female"
"3674","1",4,"0","0","1","Caucasian","Male"
"3675","0",0,"0","0","0","Caucasian","Male"
"3676","1",9,"0","0","0","African_American","Male"
"3677","0",2,"1","0","0","Caucasian","Male"
"3678","1",12,"1","0","0","African_American","Male"
"3679","0",1,"0","0","0","Caucasian","Male"
"3680","1",0,"0","0","0","Other","Male"
"3681","1",2,"0","0","0","African_American","Female"
"3682","0",1,"0","0","0","Caucasian","Male"
"3683","0",0,"1","0","1","Caucasian","Male"
"3684","0",0,"0","0","0","African_American","Male"
"3685","0",1,"0","0","0","Caucasian","Male"
"3686","1",3,"0","0","0","African_American","Male"
"3687","1",6,"1","0","0","Caucasian","Female"
"3688","1",1,"0","1","0","African_American","Male"
"3689","0",0,"0","1","0","African_American","Male"
"3690","1",1,"0","0","0","African_American","Female"
"3691","0",0,"1","0","0","African_American","Female"
"3692","0",0,"1","0","1","Caucasian","Female"
"3693","0",0,"1","0","1","African_American","Male"
"3694","0",0,"0","1","1","African_American","Male"
"3695","0",0,"0","0","0","African_American","Male"
"3696","1",0,"1","0","0","African_American","Male"
"3697","1",10,"0","0","0","African_American","Male"
"3698","1",1,"0","0","0","Hispanic","Male"
"3699","0",1,"1","0","0","African_American","Male"
"3700","1",2,"0","0","0","African_American","Male"
"3701","0",0,"0","1","0","African_American","Female"
"3702","0",0,"0","0","0","African_American","Male"
"3703","1",5,"0","0","0","Caucasian","Male"
"3704","0",0,"1","0","0","African_American","Male"
"3705","0",2,"0","0","0","African_American","Male"
"3706","0",1,"0","1","1","Caucasian","Male"
"3707","0",0,"1","0","0","Other","Female"
"3708","1",1,"0","0","1","Caucasian","Male"
"3709","1",0,"0","0","0","Hispanic","Male"
"3710","1",2,"1","0","0","Hispanic","Male"
"3711","0",0,"0","0","0","African_American","Male"
"3712","1",1,"0","0","1","Caucasian","Female"
"3713","1",0,"0","0","0","African_American","Male"
"3714","1",21,"0","0","1","African_American","Male"
"3715","0",0,"0","1","1","Caucasian","Male"
"3716","0",0,"0","0","1","Caucasian","Female"
"3717","1",1,"0","1","0","African_American","Male"
"3718","0",3,"1","0","0","African_American","Male"
"3719","1",2,"0","1","0","African_American","Male"
"3720","0",2,"0","0","0","Caucasian","Male"
"3721","0",3,"0","0","0","African_American","Female"
"3722","1",0,"0","0","1","African_American","Male"
"3723","1",3,"0","0","1","Caucasian","Male"
"3724","1",0,"0","1","1","African_American","Male"
"3725","0",3,"0","0","1","African_American","Female"
"3726","0",4,"0","0","0","Caucasian","Female"
"3727","1",1,"0","1","0","African_American","Male"
"3728","0",1,"0","0","0","African_American","Female"
"3729","1",15,"0","0","0","African_American","Female"
"3730","1",0,"0","0","0","African_American","Male"
"3731","0",0,"0","1","0","African_American","Male"
"3732","1",2,"0","0","0","Caucasian","Male"
"3733","0",0,"0","1","0","Caucasian","Male"
"3734","0",0,"0","0","0","African_American","Male"
"3735","0",1,"0","0","0","African_American","Male"
"3736","0",3,"0","1","0","African_American","Female"
"3737","0",1,"0","1","0","African_American","Female"
"3738","1",0,"0","0","1","African_American","Male"
"3739","1",2,"0","0","1","Caucasian","Male"
"3740","1",0,"0","1","0","Caucasian","Female"
"3741","1",1,"0","1","0","African_American","Male"
"3742","1",4,"0","0","1","Other","Female"
"3743","1",3,"0","0","1","African_American","Male"
"3744","1",3,"0","1","1","African_American","Female"
"3745","0",0,"0","0","1","African_American","Male"
"3746","1",1,"0","0","0","Caucasian","Male"
"3747","1",10,"0","0","0","Caucasian","Male"
"3748","0",0,"0","0","0","Caucasian","Male"
"3749","0",1,"1","0","1","Caucasian","Male"
"3750","1",7,"0","0","0","African_American","Male"
"3751","0",0,"0","0","0","Caucasian","Male"
"3752","0",0,"0","0","1","Caucasian","Male"
"3753","0",5,"0","0","0","African_American","Male"
"3754","0",0,"0","1","0","African_American","Male"
"3755","0",0,"0","0","1","Caucasian","Male"
"3756","1",12,"0","0","0","African_American","Male"
"3757","0",4,"0","0","1","Caucasian","Female"
"3758","0",0,"0","0","1","African_American","Female"
"3759","0",4,"0","0","0","African_American","Male"
"3760","0",1,"0","0","0","Caucasian","Male"
"3761","0",0,"0","0","1","Caucasian","Female"
"3762","1",18,"0","0","0","African_American","Male"
"3763","0",2,"0","0","0","African_American","Male"
"3764","0",0,"0","0","0","Other","Male"
"3765","0",0,"0","0","1","African_American","Female"
"3766","0",1,"0","0","0","Caucasian","Female"
"3767","1",2,"0","0","0","African_American","Male"
"3768","0",0,"0","0","1","African_American","Female"
"3769","0",3,"0","0","1","Caucasian","Male"
"3770","0",0,"0","0","0","Hispanic","Female"
"3771","0",0,"0","0","1","African_American","Female"
"3772","0",0,"0","0","1","Caucasian","Female"
"3773","1",1,"0","1","0","Caucasian","Male"
"3774","0",0,"0","1","0","African_American","Male"
"3775","0",0,"1","0","1","Hispanic","Female"
"3776","1",2,"0","1","1","African_American","Male"
"3777","1",0,"1","0","0","African_American","Male"
"3778","1",1,"0","0","0","African_American","Female"
"3779","0",1,"0","1","1","African_American","Male"
"3780","1",3,"0","0","1","African_American","Male"
"3781","1",5,"0","1","0","African_American","Male"
"3782","0",0,"0","1","1","Other","Male"
"3783","0",0,"0","1","1","Caucasian","Female"
"3784","1",2,"0","0","0","Caucasian","Male"
"3785","0",0,"0","1","1","Hispanic","Female"
"3786","1",0,"0","1","1","African_American","Female"
"3787","1",0,"0","0","0","Caucasian","Male"
"3788","1",0,"0","0","1","Caucasian","Female"
"3789","1",12,"0","0","0","African_American","Male"
"3790","0",2,"0","0","0","African_American","Male"
"3791","0",0,"0","0","1","Caucasian","Female"
"3792","1",8,"0","0","0","African_American","Male"
"3793","0",0,"0","0","0","Caucasian","Female"
"3794","0",4,"1","0","0","African_American","Male"
"3795","0",0,"0","0","1","Caucasian","Female"
"3796","0",2,"0","0","1","Hispanic","Male"
"3797","1",9,"0","0","0","African_American","Male"
"3798","0",0,"1","0","0","Caucasian","Male"
"3799","0",1,"0","1","1","African_American","Male"
"3800","0",1,"0","0","0","African_American","Female"
"3801","0",1,"1","0","1","Caucasian","Male"
"3802","0",2,"0","1","0","Hispanic","Male"
"3803","1",21,"1","0","1","African_American","Female"
"3804","0",0,"0","0","1","Other","Male"
"3805","0",0,"0","0","0","Hispanic","Male"
"3806","0",12,"1","0","0","African_American","Male"
"3807","0",3,"1","0","0","African_American","Male"
"3808","0",2,"0","0","1","Caucasian","Female"
"3809","1",13,"0","0","0","Caucasian","Male"
"3810","1",0,"0","1","0","African_American","Male"
"3811","0",3,"0","1","0","Caucasian","Male"
"3812","0",0,"0","1","0","African_American","Male"
"3813","0",1,"0","0","0","Caucasian","Male"
"3814","0",1,"0","0","1","Caucasian","Female"
"3815","1",5,"1","0","0","African_American","Male"
"3816","1",2,"0","0","0","Caucasian","Male"
"3817","1",0,"0","1","0","African_American","Male"
"3818","0",0,"0","0","0","Other","Male"
"3819","0",0,"0","0","0","African_American","Male"
"3820","1",1,"0","1","0","African_American","Male"
"3821","1",3,"0","1","0","African_American","Male"
"3822","0",1,"0","1","0","Caucasian","Male"
"3823","0",0,"1","0","1","Other","Male"
"3824","0",2,"0","1","0","African_American","Male"
"3825","0",0,"0","0","1","African_American","Female"
"3826","1",0,"1","0","1","Caucasian","Female"
"3827","1",2,"0","0","1","Hispanic","Male"
"3828","0",1,"0","0","0","African_American","Male"
"3829","0",13,"1","0","0","Hispanic","Male"
"3830","1",22,"1","0","0","African_American","Male"
"3831","1",0,"0","0","0","African_American","Male"
"3832","0",2,"0","0","0","Caucasian","Male"
"3833","1",3,"0","1","0","Caucasian","Female"
"3834","0",1,"0","0","0","Hispanic","Male"
"3835","1",0,"0","1","0","Caucasian","Male"
"3836","1",2,"0","0","0","Caucasian","Female"
"3837","1",8,"0","0","0","African_American","Male"
"3838","1",0,"0","1","1","African_American","Male"
"3839","0",4,"0","0","0","African_American","Female"
"3840","1",0,"0","0","0","Caucasian","Male"
"3841","1",7,"0","0","0","Caucasian","Male"
"3842","1",0,"0","0","0","Other","Male"
"3843","1",1,"0","0","0","Caucasian","Male"
"3844","0",0,"0","0","1","African_American","Female"
